mel_spectro_start,mel_spectro_end,mel_spectro_length,sentence,speaker
376094,376402,308,SA1,FDKN0
376402,376597,195,SI1514,FRLL0
376597,376776,179,SX242,MMGK0
376776,376988,212,SI887,MKJO0
376988,377260,272,SA2,MRTJ0
377260,377428,168,SI2221,FKDE0
377428,377697,269,SX88,MEWM0
377697,377872,175,SA2,MSAT0
377872,378084,212,SI1975,FTBW0
378084,378290,206,SX405,MJRP0
378290,378578,288,SI826,MCLM0
378578,378793,215,SI1727,MPRK0
378793,378984,191,SX235,MJMA0
378984,379170,186,SX325,MSMR0
379170,379443,273,SX259,MRJH0
379443,379758,315,SA1,MTAT1
379758,380046,288,SX348,MNTW0
380046,380330,284,SA2,MCEW0
380330,380764,434,SI1311,MMDM0
380764,380980,216,SA1,MVRW0
380980,381179,199,SI2163,MILB0
381179,381501,322,SX181,FSJS0
381501,381704,203,SX252,MRAI0
381704,382060,356,SI1815,MKXL0
382060,382241,181,SI765,MDLC0
382241,382529,288,SI1358,MMDB0
382529,382715,186,SA2,MKJO0
382715,382926,211,SX154,FSMS1
382926,383143,217,SX378,FSKP0
383143,383501,358,SI746,MSAS0
383501,383719,218,SX447,FKLH0
383719,383861,142,SI2015,MTAS0
383861,384204,343,SA1,MREH1
384204,384427,223,SI465,MEFG0
384427,384784,357,SI915,MKLS1
384784,385065,281,SX353,MKDT0
385065,385269,204,SX69,MDDC0
385269,385482,213,SX424,FPAF0
385482,385688,206,SA2,MTRC0
385688,386047,359,SX428,MDEM0
386047,386264,217,SX68,FBLV0
386264,386473,209,SA2,MTRT0
386473,386718,245,SA1,MDSJ0
386718,386979,261,SX129,MRSO0
386979,387153,174,SI474,FTAJ0
387153,387341,188,SA2,MBEF0
387341,387612,271,SA2,MCXM0
387612,387807,195,SI2202,MTAB0
387807,388064,257,SI1062,MWAD0
388064,388273,209,SI777,MLNS0
388273,388434,161,SA2,MAJP0
388434,388717,283,SA1,FSMS1
388717,388903,186,SX128,MRJM1
388903,389085,182,SX386,MJEB0
389085,389339,254,SX397,FCYL0
389339,389594,255,SA1,MRBC0
389594,389815,221,SI2143,MCDD0
389815,390000,185,SA2,MEDR0
390000,390327,327,SX142,FJDM2
390327,390561,234,SX97,MCAE0
390561,390851,290,SI1053,MDPK0
390851,391038,187,SI1766,FBMH0
391038,391222,184,SX427,MVLO0
391222,391503,281,SX258,MNTW0
391503,391813,310,SX441,MTDP0
391813,392130,317,SI572,MDMT0
392130,392512,382,SI1608,FKFB0
392512,392792,280,SX291,FEXM0
392792,393040,248,SA1,MKXL0
393040,393210,170,SA2,MGES0
393210,393410,200,SX226,MPAR0
393410,393662,252,SX449,MBML0
393662,393998,336,SI1776,FBMJ0
393998,394210,212,SX74,MCDR0
394210,394390,180,SA2,MRLJ1
394390,394577,187,SX51,MSRG0
394577,394794,217,SX239,MSES0
394794,395002,208,SI2137,MJXA0
395002,395275,273,SA2,MKLS0
395275,395466,191,SX51,MRLJ1
395466,395702,236,SA2,MTJG0
395702,395889,187,SA2,FEXM0
395889,396055,166,SI2243,MHIT0
396055,396296,241,SX339,MREH1
396296,396493,197,SX15,MFXV0
396493,396724,231,SX226,MSTF0
396724,396889,165,SX448,MEWM0
396889,397257,368,SI1048,FKLC1
397257,397462,205,SA2,FDML0
397462,397775,313,SI1298,MRJM1
397775,397976,201,SX310,MDCM0
397976,398292,316,SI2044,MKAJ0
398292,398512,220,SX431,FSPM0
398512,398840,328,SI1138,MCAL0
398840,399069,229,SA2,FSMS1
399069,399379,310,SI1751,MCRE0
399379,399568,189,SX305,FSDJ0
399568,399751,183,SX116,MMSM0
399751,400049,298,SX149,MBAR0
400049,400321,272,SI906,FMKF0
400321,400594,273,SA1,FCYL0
400594,400815,221,SA2,MHIT0
400815,401095,280,SX345,MGJC0
401095,401328,233,SX141,MSRG0
401328,401672,344,SI615,FEAC0
401672,401935,263,SX434,MJSR0
401935,402041,106,SI2068,FCLT0
402041,402315,274,SX423,FPAZ0
402315,402572,257,SX356,MZMB0
402572,402847,275,SX426,FSLS0
402847,403012,165,SX186,MWSB0
403012,403182,170,SX253,MRWA0
403182,403454,272,SA2,MGRP0
403454,403656,202,SX254,FRLL0
403656,403918,262,SX61,FLEH0
403918,404185,267,SX397,FBAS0
404185,404348,163,SX386,FVMH0
404348,404679,331,SX417,FJEN0
404679,404944,265,SA1,FCAJ0
404944,405131,187,SA2,FCAG0
405131,405395,264,SX433,FLMA0
405395,405736,341,SX438,MDSJ0
405736,405969,233,SI1409,MTAT1
405969,406167,198,SX376,MCLM0
406167,406375,208,SI1745,FSDJ0
406375,406562,187,SX255,MRHL0
406562,406830,268,SA1,MJHI0
406830,407041,211,SA2,MEJS0
407041,407253,212,SX197,MTKD0
407253,407383,130,SI1972,MTCS0
407383,407751,368,SI715,FTBW0
407751,407916,165,SA2,MPGH0
407916,408098,182,SX125,FSJK1
408098,408363,265,SA1,FMJF0
408363,408594,231,SI1284,MMVP0
408594,409052,458,SI650,MCLK0
409052,409258,206,SX180,MDWD0
409258,409553,295,SA2,MDKS0
409553,409758,205,SX57,MBCG0
409758,409960,202,SX35,FDJH0
409960,410343,383,SI938,MSVS0
410343,410491,148,SI1295,MADD0
410491,410766,275,SX439,MBWP0
410766,410951,185,SX90,MRMG0
410951,411230,279,SI1096,MJLS0
411230,411516,286,SX181,FSMA0
411516,411780,264,SA2,FJRP1
411780,411920,140,SI2328,MNTW0
411920,412412,492,SI1337,MEGJ0
412412,412772,360,SI980,MSDH0
412772,412948,176,SX116,MVJH0
412948,413275,327,SX181,FDKN0
413275,413506,231,SX7,MGXP0
413506,413727,221,SI2211,MRMB0
413727,413914,187,SA2,FREH0
413914,414133,219,SX66,FSLS0
414133,414310,177,SX305,MTAS0
414310,414584,274,SX122,MDMT0
414584,414847,263,SX243,FSAG0
414847,415094,247,SX434,MRRE0
415094,415260,166,SX26,FVMH0
415260,415526,266,SX171,MJDC0
415526,415745,219,SA2,MJJB0
415745,415964,219,SA2,FCRZ0
415964,416161,197,SX303,MTPG0
416161,416354,193,SA2,MMAM0
416354,416583,229,SX252,FMPG0
416583,416686,103,SI1878,FCEG0
416686,417101,415,SI1334,MRRE0
417101,417300,199,SX77,MPSW0
417300,417689,389,SX176,FSCN0
417689,417852,163,SX17,MJJM0
417852,418114,262,SX422,MPPC0
418114,418267,153,SX391,FCKE0
418267,418462,195,SX415,MSMR0
418462,418677,215,SX273,MWRP0
418677,418825,148,SI1764,MTLB0
418825,419168,343,SX174,MAJP0
419168,419335,167,SX65,MRDM0
419335,419617,282,SX450,MDED0
419617,419876,259,SX135,MDLC0
419876,420065,189,SX246,FSKC0
420065,420288,223,SX265,FTBW0
420288,420547,259,SX450,MDWD0
420547,420829,282,SX38,MSVS0
420829,421248,419,SI1278,FDNC0
421248,421431,183,SX24,MCRE0
421431,421720,289,SX359,FJLG0
421720,421956,236,SX22,FBJL0
421956,422226,270,SX418,MMJB1
422226,422439,213,SI1344,FLHD0
422439,422708,269,SX58,MHRM0
422708,422980,272,SX348,MMCC0
422980,423388,408,SI985,FKLC0
423388,423707,319,SX432,MESG0
423707,423939,232,SX330,FPLS0
423939,424199,260,SI2334,MAJP0
424199,424432,233,SX322,FJDM2
424432,424801,369,SX359,MMWB0
424801,425019,218,SX415,MLJC0
425019,425230,211,SX15,MHMG0
425230,425463,233,SA2,MJPM0
425463,425770,307,SX173,MKDT0
425770,426001,231,SI742,FLMC0
426001,426224,223,SX149,MSES0
426224,426394,170,SI896,MSAT0
426394,426668,274,SX340,MMDG0
426668,426981,313,SX164,MRRE0
426981,427250,269,SA1,MJEB0
427250,427480,230,SA2,MMAG0
427480,427802,322,SX312,FJRB0
427802,427971,169,SI1070,FLTM0
427971,428217,246,SX309,MHMR0
428217,428475,258,SA1,FJXP0
428475,428656,181,SX272,MWCH0
428656,428875,219,SX163,FSJW0
428875,429139,264,SA1,MJWS0
429139,429351,212,SI840,FTLG0
429351,429549,198,SI856,FGCS0
429549,429749,200,SA2,MKDT0
429749,429904,155,SX447,MMDB0
429904,430191,287,SA1,FBAS0
430191,430545,354,SA1,MMWB0
430545,430847,302,SX267,MKLS0
430847,431214,367,SX350,MDMA0
431214,431497,283,SX175,MGAW0
431497,431697,200,SX236,MKAM0
431697,431916,219,SX62,FJSK0
431916,432145,229,SA2,FRLL0
432145,432517,372,SI1381,MJWT0
432517,432840,323,SI954,MBMA1
432840,433126,286,SX301,MJKR0
433126,433342,216,SX297,FMEM0
433342,433563,221,SI1710,MRMG0
433563,433857,294,SX74,MJSR0
433857,434106,249,SX151,FKDE0
434106,434265,159,SX177,MMLM0
434265,434420,155,SX16,MCLM0
434420,434615,195,SX132,FJXP0
434615,434792,177,SX427,MJXA0
434792,434976,184,SX85,MJMM0
434976,435273,297,SX142,MFMC0
435273,435406,133,SI1492,MFER0
435406,435664,258,SX265,FKLC0
435664,435781,117,SI1983,MBSB0
435781,436055,274,SI1611,FLJG0
436055,436356,301,SI1383,MTPG0
436356,436558,202,SA2,FJLG0
436558,436771,213,SX145,MRXB0
436771,437050,279,SX82,FJRP1
437050,437325,275,SX367,FMJB0
437325,437450,125,SI2332,MRLJ1
437450,437747,297,SI581,FJXM0
437747,437958,211,SX387,FLOD0
437958,438320,362,SA1,MDEM0
438320,438530,210,SX361,FSJS0
438530,438732,202,SA2,MDLC2
438732,438969,237,SX266,FPAD0
438969,439095,126,SI2192,FJKL0
439095,439343,248,SA1,MKJO0
439343,439516,173,SI727,MMEB0
439516,439670,154,SI1615,FKLC0
439670,439835,165,SI1627,MTAT1
439835,439964,129,SI1948,FDFB0
439964,440145,181,SX334,MJRH1
440145,440313,168,SX125,FSDJ0
440313,440594,281,SX420,MRVG0
440594,440847,253,SX163,FAPB0
440847,441111,264,SX418,MRJM0
441111,441393,282,SX84,MGSL0
441393,441538,145,SX196,MRSP0
441538,441734,196,SI1697,MPSW0
441734,441953,219,SA2,MSTF0
441953,442194,241,SI1747,FKSR0
442194,442413,219,SA2,FSAG0
442413,442623,210,SX358,MADD0
442623,442894,271,SX359,MMGG0
442894,443251,357,SA2,MRCG0
443251,443488,237,SI2212,FJDM2
443488,443668,180,SX42,FAEM0
443668,443877,209,SA2,MCDR0
443877,444149,272,SX346,MLEL0
444149,444363,214,SX87,FKLH0
444363,444573,210,SI619,MFWK0
444573,444952,379,SI616,MLEL0
444952,445192,240,SX253,FAPB0
445192,445519,327,SI1404,MCHL0
445519,445894,375,SI614,FSAH0
445894,446083,189,SI1254,FMJF0
446083,446411,328,SX175,MJMM0
446411,446761,350,SX400,FSJG0
446761,447019,258,SX421,FLEH0
447019,447258,239,SX417,MTRT0
447258,447462,204,SX239,MSAH1
447462,447643,181,SA2,MJDC0
447643,448001,358,SI1741,FCKE0
448001,448303,302,SX286,MJRG0
448303,448708,405,SI1921,FPAC0
448708,448929,221,SX252,MTWH1
448929,449116,187,SA2,MJMM0
449116,449366,250,SA1,MRAV0
449366,449679,313,SA1,MRJB1
449679,449951,272,SX321,MDTB0
449951,450181,230,SX32,FEEH0
450181,450400,219,SX78,MNTW0
450400,450835,435,SI2077,MCAE0
450835,451012,177,SA2,MPAR0
451012,451180,168,SI1169,MBML0
451180,451539,359,SX6,MRGS0
451539,451851,312,SX437,FCJS0
451851,452120,269,SA1,MFXS0
452120,452324,204,SA1,MWAD0
452324,452603,279,SI2233,MRWA0
452603,452888,285,SX301,FPAB1
452888,453010,122,SI2342,FSSB0
453010,453234,224,SI1194,MCPM0
453234,453456,222,SX81,MBGT0
453456,453836,380,SI1840,MJRH0
453836,454144,308,SA1,MRAI0
454144,454330,186,SX73,FLMA0
454330,454570,240,SX330,MPEB0
454570,454758,188,SX210,MCSS0
454758,455116,358,SX324,MBMA1
455116,455330,214,SX266,MZMB0
455330,455605,275,SX258,FKFB0
455605,456005,400,SX333,FSAG0
456005,456252,247,SA2,FAPB0
456252,456620,368,SI785,MDCD0
456620,457000,380,SI2223,FPAZ0
457000,457144,144,SX307,MRJH0
457144,457391,247,SX267,MMLM0
457391,457654,263,SA1,MJRG0
457654,457884,230,SI456,FALK0
457884,458109,225,SI514,MJRH1
458109,458311,202,SX128,FKAA0
458311,458556,245,SX328,MHRM0
458556,458738,182,SX277,MRDD0
458738,459119,381,SI1467,MJEB1
459119,459515,396,SI1142,FCMG0
459515,459703,188,SX35,FSJK1
459703,460057,354,SX438,MDBP0
460057,460221,164,SX300,MDTB0
460221,460383,162,SI1884,FMJF0
460383,460638,255,SA1,MMCC0
460638,460898,260,SX162,MESG0
460898,461173,275,SX92,FSSB0
461173,461379,206,SX108,MRAV0
461379,461644,265,SA1,MAPV0
461644,462011,367,SI1104,MREE0
462011,462138,127,SI1652,FJHK0
462138,462316,178,SX276,MDAS0
462316,462584,268,SX232,MBMA0
462584,462776,192,SX241,MREM0
462776,463016,240,SI670,FSAK0
463016,463335,319,SA1,FMJB0
463335,463500,165,SX65,MDCD0
463500,463921,421,SX351,MTDP0
463921,464192,271,SX420,MREW1
464192,464383,191,SX401,MGES0
464383,464693,310,SA1,FHLM0
464693,464785,92,SX231,MRLJ1
464785,465036,251,SA1,FALR0
465036,465258,222,SX163,MRWA0
465258,465464,206,SX156,FSKC0
465464,465645,181,SI1687,MWRE0
465645,466114,469,SI531,MJDC0
466114,466327,213,SI2176,MDWM0
466327,466462,135,SX72,MESG0
466462,466702,240,SX123,FNTB0
466702,466859,157,SX257,MEGJ0
466859,467114,255,SX375,MRAM0
467114,467401,287,SI1570,FSJG0
467401,467611,210,SX144,MTLB0
467611,467936,325,SX311,FSRH0
467936,468192,256,SA2,FDJH0
468192,468548,356,SI2288,MJMD0
468548,468689,141,SX27,MJFH0
468689,468959,270,SA2,MLEL0
468959,469175,216,SA2,MCEF0
469175,469392,217,SI1546,MDWM0
469392,469691,299,SX206,MSAS0
469691,469916,225,SI580,MPRT0
469916,470166,250,SX399,MRSO0
470166,470509,343,SX161,MMBS0
470509,470766,257,SA1,MRJT0
470766,470928,162,SX57,MGRL0
470928,471115,187,SX66,MJRA0
471115,471351,236,SX77,FRJB0
471351,471563,212,SX400,MCLK0
471563,471772,209,SX213,MDEF0
471772,472197,425,SI582,MTMN0
472197,472465,268,SX201,FDAS1
472465,472679,214,SX198,MRTC0
472679,472840,161,SX195,MKXL0
472840,473040,200,SX273,FCMM0
473040,473245,205,SX197,MADC0
473245,473599,354,SX162,FGRW0
473599,473790,191,SX66,MMXS0
473790,473984,194,SX400,MPRT0
473984,474132,148,SI2002,FLMC0
474132,474349,217,SI2178,MTRR0
474349,474602,253,SX357,MMDB0
474602,474739,137,SI2040,MPGR0
474739,474915,176,SX316,MPAR0
474915,475162,247,SI1371,MRCW0
475162,475360,198,SI2063,MSMS0
475360,475586,226,SA2,FKKH0
475586,475872,286,SA1,MARW0
475872,476156,284,SA1,MTLB0
476156,476421,265,SX250,MTXS0
476421,476694,273,SX162,FCMG0
476694,476947,253,SX149,MSAH1
476947,477183,236,SX401,MJPM1
477183,477348,165,SX27,FSGF0
477348,477587,239,SA1,MRDS0
477587,477843,256,SA1,MGSL0
477843,477973,130,SX231,MMDM0
477973,478258,285,SI978,FKFB0
478258,478406,148,SI2165,MJDC0
478406,478605,199,SX305,FSJK1
478605,478880,275,SX430,MRLJ0
478880,479170,290,SI2006,MSAS0
479170,479426,256,SX411,MTDB0
479426,479673,247,SX316,MMAG0
479673,479878,205,SA2,MDJM0
479878,480109,231,SX411,MRMB0
480109,480326,217,SX243,MDPK0
480326,480517,191,SX39,MAFM0
480517,480772,255,SA1,FBMH0
480772,480968,196,SX236,FPJF0
480968,481196,228,SX56,MKAM0
481196,481417,221,SX328,FDFB0
481417,481703,286,SA1,FJSP0
481703,481934,231,SI1929,MDLR1
481934,482115,181,SX105,MFXV0
482115,482384,269,SA1,FKDE0
482384,482666,282,SI2307,FJEN0
482666,482868,202,SI1783,FPMY0
482868,483188,320,SI2065,MDLC1
483188,483376,188,SA2,MDLC1
483376,483586,210,SI662,MCDC0
483586,483787,201,SX211,MRMH0
483787,484094,307,SX164,MCDR0
484094,484356,262,SA2,MMVP0
484356,484666,310,SX440,MJDM0
484666,484906,240,SA1,MPGR0
484906,485114,208,SA2,MBCG0
485114,485323,209,SA2,FSPM0
485323,485504,181,SI2022,FAEM0
485504,485856,352,SI1401,MTDB0
485856,486135,279,SX41,MCRE0
486135,486343,208,SX89,MBML0
486343,486528,185,SX83,MMDS0
486528,486792,264,SX268,MADD0
486792,487063,271,SA1,MCDC0
487063,487274,211,SX213,MTKP0
487274,487518,244,SX179,MDHL0
487518,487711,193,SI1603,MRWA0
487711,487905,194,SI1191,MJPG0
487905,488202,297,SA1,FLTM0
488202,488407,205,SX255,MFRM0
488407,488580,173,SX447,MMLM0
488580,488824,244,SA2,MRJB1
488824,489070,246,SA2,MRRE0
489070,489324,254,SA2,FGMB0
489324,489542,218,SX148,MHRM0
489542,489795,253,SX337,MJEE0
489795,490133,338,SI467,MPRK0
490133,490331,198,SX78,FKFB0
490331,490454,123,SI1708,FLJA0
490454,490811,357,SX366,FEXM0
490811,491195,384,SX351,FLJG0
491195,491483,288,SA1,MDMA0
491483,491698,215,SX89,MDHL0
491698,491910,212,SX452,MAKR0
491910,492331,421,SI812,MCEW0
492331,492575,244,SA2,MBML0
492575,492840,265,SX130,MJDE0
492840,493023,183,SA2,FTAJ0
493023,493284,261,SA1,MSMS0
493284,493497,213,SX235,MCEF0
493497,493727,230,SX165,FJWB1
493727,493926,199,SI2309,MSAH1
493926,494153,227,SI1236,MJRA0
494153,494385,232,SX242,FJSK0
494385,494678,293,SI1336,MMAR0
494678,494867,189,SX425,FGMB0
494867,495170,303,SI1586,FBCH0
495170,495357,187,SA2,MDAS0
495357,495617,260,SX450,MCTM0
495617,495952,335,SI546,MGSH0
495952,496211,259,SA2,MJWG0
496211,496420,209,SX416,FDAW0
496420,496797,377,SI1356,MRGS0
496797,497028,231,SX40,FSAK0
497028,497349,321,SX395,MDWH0
497349,497621,272,SA1,FEEH0
497621,497792,171,SX322,MFER0
497792,497906,114,SI2049,MDDC0
497906,498081,175,SX198,MARC0
498081,498426,345,SX440,FLKM0
498426,498711,285,SX431,MMBS0
498711,498940,229,SX387,FSGF0
498940,499260,320,SI2277,MHJB0
499260,499397,137,SX257,MBJV0
499397,499797,400,SX41,FJXM0
499797,500221,424,SI969,MREH1
500221,500407,186,SX146,FPJF0
500407,500680,273,SI1598,MKLN0
500680,500857,177,SI2238,FKFB0
500857,501092,235,SA2,MJAE0
501092,501339,247,SX41,MJDA0
501339,501512,173,SX273,MILB0
501512,501714,202,SA2,MRFK0
501714,501946,232,SI693,FSAG0
501946,502283,337,SI1845,MJRP0
502283,502543,260,SI1524,MJAE0
502543,502814,271,SA1,FTBW0
502814,503225,411,SI2276,MAKB0
503225,503394,169,SX111,MBEF0
503394,503584,190,SX80,MJDM0
503584,503753,169,SX80,FMBG0
503753,504029,276,SX198,MJPM0
504029,504188,159,SX257,FRJB0
504188,504673,485,SI1016,MAKB0
504673,504907,234,SX179,MDPS0
504907,505130,223,SX129,MAFM0
505130,505325,195,SX257,MTER0
505325,505552,227,SA2,MDBP0
505552,505844,292,SX41,FSRH0
505844,505956,112,SX202,MGAF0
505956,506283,327,SX440,FLTM0
506283,506472,189,SI603,MDLR0
506472,506692,220,SI965,MRDM0
506692,507011,319,SX336,MMXS0
507011,507315,304,SI1007,MSDB0
507315,507582,267,SX121,MJKR0
507582,507873,291,SA1,MDRD0
507873,508060,187,SX87,MMLM0
508060,508298,238,SA1,FSKP0
508298,508508,210,SA2,MREM0
508508,508746,238,SX315,MJRH0
508746,508941,195,SX415,MWAR0
508941,509306,365,SX251,FSPM0
509306,509517,211,SX248,FETB0
509517,509815,298,SX149,MJJB0
509815,510082,267,SI2200,FSJG0
510082,510289,207,SX339,MKLR0
510289,510406,117,SI1719,FSRH0
510406,510697,291,SX390,MRJB1
510697,511099,402,SX175,FKLC0
511099,511281,182,SA2,MPSW0
511281,511380,99,SI1763,FJSP0
511380,511827,447,SI752,MDRD0
511827,512148,321,SX336,FLMC0
512148,512430,282,SX91,MTQC0
512430,512677,247,SI2001,MRCW0
512677,512864,187,SX128,MTMT0
512864,513302,438,SI2070,MSEM1
513302,513574,272,SX428,FBLV0
513574,513940,366,SI1087,MGXP0
513940,514112,172,SX46,MGAK0
514112,514321,209,SI1568,MSVS0
514321,514454,133,SI2148,MJAC0
514454,514664,210,SX344,MRRE0
514664,514931,267,SI1216,MSFH0
514931,515141,210,SA2,MKLN0
515141,515387,246,SA2,MWAD0
515387,515637,250,SA2,MJBG0
515637,515890,253,SI760,MTJU0
515890,516106,216,SA2,FVKB0
516106,516292,186,SX207,MJEB1
516292,516509,217,SA2,MRSP0
516509,516661,152,SX307,FKDW0
516661,516926,265,SA1,FSMM0
516926,517175,249,SI622,FEAR0
517175,517440,265,SX88,MADD0
517440,517704,264,SA1,MAKB0
517704,517940,236,SX152,MKDB0
517940,518200,260,SA1,MHMG0
518200,518540,340,SX349,MFWK0
518540,518776,236,SX376,MARW0
518776,518974,198,SA2,MJLB0
518974,519247,273,SX267,FKLH0
519247,519500,253,SA1,MDBP0
519500,519743,243,SI1622,MWCH0
519743,519981,238,SI657,FLOD0
519981,520209,228,SA2,FSGF0
520209,520447,238,SI1080,MRMG0
520447,520616,169,SI2087,MDSS0
520616,520819,203,SA2,FJWB1
520819,521050,231,SX186,MGSH0
521050,521319,269,SX206,MJEB0
521319,521569,250,SX390,FKKH0
521569,521835,266,SA2,FCMG0
521835,522063,228,SA2,MMEB0
522063,522279,216,SX146,MDPB0
522279,522570,291,SX120,MCSS0
522570,522775,205,SI802,FJRP1
522775,523139,364,SI694,MLJH0
523139,523327,188,SA2,MJMA0
523327,523615,288,SX247,MWRE0
523615,523877,262,SI566,MRLR0
523877,524153,276,SI865,MJMA0
524153,524371,218,SA2,MRJM1
524371,524678,307,SX167,MTER0
524678,524931,253,SX141,MMDM0
524931,525282,351,SI1196,MRLR0
525282,525481,199,SX381,FTBR0
525481,525653,172,SX291,MBEF0
525653,525860,207,SA2,MJDG0
525860,526103,243,SX414,MMAB1
526103,526390,287,SI578,FKAA0
526390,526581,191,SA2,MTAT0
526581,526913,332,SX420,FCMM0
526913,527223,310,SX54,MMRP0
527223,527417,194,SX381,FDAS1
527417,527714,297,SX41,MJPM1
527714,528010,296,SX301,FPAC0
528010,528232,222,SA2,MMSM0
528232,528649,417,SX442,MRGM0
528649,528848,199,SA2,MREW1
528848,529004,156,SI1200,MDTB0
529004,529159,155,SX325,FREH0
529159,529365,206,SX32,FJHK0
529365,529622,257,SI617,MBJV0
529622,529916,294,SX172,FJRP1
529916,530194,278,SX78,MRCG0
530194,530341,147,SI1066,MDKS0
530341,530702,361,SI1041,FMKC0
530702,530882,180,SI1705,MJDG0
530882,531164,282,SI547,FMJB0
531164,531358,194,SX72,FGRW0
531358,531579,221,SI719,MDPS0
531579,531887,308,SX347,MTBC0
531887,532142,255,SA1,FMBG0
532142,532365,223,SX276,MGSH0
532365,532612,247,SA1,MCXM0
532612,532935,323,SX312,MGAR0
532935,533121,186,SA2,MMDS0
533121,533354,233,SX226,FGCS0
533354,533578,224,SI738,MJPM0
533578,533797,219,SX97,MMEB0
533797,534026,229,SX82,FMKC0
534026,534285,259,SX316,MDLB0
534285,534519,234,SX363,FCMM0
534519,534678,159,SI2019,FMJU0
534678,534792,114,SI1173,MTBC0
534792,534997,205,SX83,MSMS0
534997,535264,267,SA1,MPPC0
535264,535609,345,SX349,MBWP0
535609,535983,374,SX153,FSAG0
535983,536196,213,SI1581,MRMB0
536196,536414,218,SX125,MDWH0
536414,536570,156,SX16,MJRG0
536570,536954,384,SX347,MMVP0
536954,537228,274,SA1,MKLN0
537228,537539,311,SA1,MMRP0
537539,537800,261,SA1,MJRP0
537800,538102,302,SI1349,MRMH0
538102,538270,168,SX6,MNET0
538270,538569,299,SA1,MTJS0
538569,538809,240,SX390,MCSS0
538809,538991,182,SX255,MTML0
538991,539253,262,SX122,MCDC0
539253,539487,234,SX81,FLJG0
539487,539846,359,SI991,FSMA0
539846,540133,287,SX328,MMJB1
540133,540316,183,SX168,MMWS0
540316,540473,157,SX17,MTER0
540473,540641,168,SX195,MEFG0
540641,540893,252,SX382,FBJL0
540893,541209,316,SI939,MAFM0
541209,541425,216,SX163,MCDD0
541425,541752,327,SI1239,MLBC0
541752,541989,237,SX398,MJMD0
541989,542243,254,SX309,MCTH0
542243,542492,249,SA1,FLHD0
542492,542774,282,SA1,MTMN0
542774,543156,382,SI1045,MWAR0
543156,543415,259,SX165,MRHL0
543415,543797,382,SI521,MMBS0
543797,544131,334,SA1,MLJH0
544131,544294,163,SX246,MAEO0
544294,544531,237,SX183,FAJW0
544531,544860,329,SI1958,MKXL0
544860,545072,212,SI1765,MCEF0
545072,545310,238,SI1495,MJMA0
545310,545622,312,SI1357,MMEB0
545622,545805,183,SX150,MREW1
545805,546057,252,SI586,MSFH0
546057,546248,191,SX196,FCDR1
546248,546515,267,SX366,MWSB0
546515,546902,387,SA1,MTQC0
546902,547132,230,SX256,MRFL0
547132,547485,353,SX162,FMPG0
547485,547846,361,SX435,MGJC0
547846,548030,184,SA2,MHRM0
548030,548128,98,SI1527,MMLM0
548128,548398,270,SA1,MFWK0
548398,548577,179,SX270,MDWD0
548577,548944,367,SA1,MCEW0
548944,549221,277,SX331,FKDE0
549221,549460,239,SA1,MFRM0
549460,549841,381,SI1392,FAEM0
549841,550121,280,SA1,MADC0
550121,550234,113,SI1620,MABC0
550234,550495,261,SX431,MJAC0
550495,550740,245,SX433,MCDD0
550740,550900,160,SX297,MJFH0
550900,551142,242,SX239,MBAR0
551142,551298,156,SI1683,MDPK0
551298,551424,126,SI1614,MDLC2
551424,551699,275,SA1,MNTW0
551699,551941,242,SI1299,MDLR1
551941,552174,233,SI1591,MREM0
552174,552457,283,SI696,FSJK1
552457,552669,212,SX340,MEJS0
552669,552853,184,SI1161,MJDC0
552853,553063,210,SX363,MILB0
553063,553387,324,SX52,MRTJ0
553387,553610,223,SX89,FSKL0
553610,553762,152,SX195,MFXV0
553762,554011,249,SX55,MRXB0
554011,554244,233,SI1117,FKSR0
554244,554532,288,SI1248,FCEG0
554532,554795,263,SA2,FCDR1
554795,555098,303,SX346,MRFL0
555098,555221,123,SI1844,MKLW0
555221,555411,190,SX235,FREH0
555411,555735,324,SI1945,FREH0
555735,556133,398,SI932,FJKL0
556133,556420,287,SA2,MDWM0
556420,556672,252,SI975,MJFR0
556672,556922,250,SA1,FLOD0
556922,557282,360,SX430,MTPR0
557282,557538,256,SA1,FEAC0
557538,557909,371,SX88,FGDP0
557909,558156,247,SX341,FSPM0
558156,558360,204,SX246,FBMJ0
558360,558513,153,SX46,MPAR0
558513,558709,196,SX445,FTBW0
558709,558906,197,SX250,MRLJ0
558906,559277,371,SI873,MDNS0
559277,559551,274,SX88,FCLT0
559551,559780,229,SI926,MVJH0
559780,559943,163,SX391,MRMH0
559943,560186,243,SX412,FJDM2
560186,560451,265,SA2,MSAS0
560451,560697,246,SX258,MMWS0
560697,560891,194,SX68,MTPP0
560891,561086,195,SX393,MTKP0
561086,561277,191,SX86,MWDK0
561277,561451,174,SX225,MMGC0
561451,561682,231,SX265,MJMM0
561682,561948,266,SA1,MCTM0
561948,562137,189,SA2,FVFB0
562137,562316,179,SA2,MHJB0
562316,562634,318,SX430,MMDG0
562634,562914,280,SX329,MBAR0
562914,563082,168,SA2,MMWS1
563082,563327,245,SA2,MRAI0
563327,563476,149,SX59,MPGR1
563476,563630,154,SI1644,MBOM0
563630,563760,130,SI2225,MFXS0
563760,564033,273,SX165,MTML0
564033,564261,228,SX129,MDLR1
564261,564493,232,SA1,FPJF0
564493,564876,383,SI889,MRJH0
