raw_start,raw_end,raw_length,Speaker
89895941,89982879,86938,SI2077
89982879,90018207,35328,SA2
90018207,90051795,33588,SI1169
90051795,90123475,71680,SX6
90123475,90185735,62260,SX437
90185735,90239495,53760,SA1
90239495,90280148,40653,SA1
90280148,90335854,55706,SI2233
90335854,90392789,56935,SX301
90392789,90417058,24269,SI2342
90417058,90461807,44749,SI1194
90461807,90506147,44340,SX81
90506147,90582128,75981,SI1840
90582128,90643568,61440,SA1
90643568,90680637,37069,SX73
90680637,90728458,47821,SX330
90728458,90765937,37479,SX210
90765937,90837515,71578,SX324
90837515,90880216,42701,SX266
90880216,90935103,54887,SX258
90935103,91015078,79975,SX333
91015078,91064435,49357,SA2
91064435,91137959,73524,SI785
91137959,91213838,75879,SI2223
91213838,91242510,28672,SX307
91242510,91291867,49357,SX267
91291867,91344296,52429,SA1
91344296,91390172,45876,SI456
91390172,91435024,44852,SI514
91435024,91475370,40346,SX128
91475370,91524318,48948,SX328
91524318,91560568,36250,SX277
91560568,91636652,76084,SI1467
91636652,91715808,79156,SI1142
91715808,91753287,37479,SX35
91753287,91823943,70656,SX438
91823943,91856711,32768,SX300
91856711,91889070,32359,SI1884
91889070,91939963,50893,SA1
91939963,91991778,51815,SX162
91991778,92046767,54989,SX92
92046767,92087830,41063,SX108
92087830,92140669,52839,SA1
92140669,92213885,73216,SI1104
92213885,92239281,25396,SI1652
92239281,92274814,35533,SX276
92274814,92328267,53453,SX232
92328267,92366565,38298,SX241
92366565,92414386,47821,SI670
92414386,92478079,63693,SA1
92478079,92511052,32973,SX65
92511052,92595225,84173,SX351
92595225,92649395,54170,SX420
92649395,92687488,38093,SX401
92687488,92749440,61952,SA1
92749440,92767770,18330,SX231
92767770,92817844,50074,SA1
92817844,92862184,44340,SX163
92862184,92903349,41165,SX156
92903349,92939497,36148,SI1687
92939497,93033193,93696,SI531
93033193,93075689,42496,SI2176
93075689,93102518,26829,SX72
93102518,93150339,47821,SX123
93150339,93181571,31232,SX257
93181571,93232464,50893,SX375
93232464,93289808,57344,SI1570
93289808,93331792,41984,SX144
93331792,93396714,64922,SX311
93396714,93447812,51098,SA2
93447812,93518980,71168,SI2288
93518980,93547140,28160,SX27
93547140,93601105,53965,SA2
93601105,93644216,43111,SA2
93644216,93687429,43213,SI1546
93687429,93747129,59700,SX206
93747129,93791981,44852,SI580
93791981,93841953,49972,SX399
93841953,93910459,68506,SX161
93910459,93961762,51303,SA1
93961762,93994018,32256,SX57
93994018,94031292,37274,SX66
94031292,94078294,47002,SX77
94078294,94120688,42394,SX400
94120688,94162468,41780,SX213
94162468,94247358,84890,SI582
94247358,94300914,53556,SX201
94300914,94343615,42701,SX198
94343615,94375667,32052,SX195
94375667,94415501,39834,SX273
94415501,94456359,40858,SX197
94456359,94527118,70759,SX162
94527118,94565314,38196,SX66
94565314,94603919,38605,SX400
94603919,94633411,29492,SI2002
94633411,94676727,43316,SI2178
94676727,94727313,50586,SX357
94727313,94754654,27341,SI2040
94754654,94789778,35124,SX316
94789778,94839033,49255,SI1371
94839033,94878457,39424,SI2063
94878457,94923513,45056,SA2
94923513,94980653,57140,SA1
94980653,95037383,56730,SA1
95037383,95090222,52839,SX250
95090222,95144699,54477,SX162
95144699,95195183,50484,SX149
95195183,95242185,47002,SX401
95242185,95275158,32973,SX27
95275158,95322774,47616,SA1
95322774,95373872,51098,SA1
95373872,95399780,25908,SX231
95399780,95456715,56935,SI978
95456715,95486207,29492,SI2165
95486207,95525836,39629,SX305
95525836,95580825,54989,SX430
95580825,95638784,57959,SI2006
95638784,95689882,51098,SX411
95689882,95739137,49255,SX316
95739137,95779995,40858,SA2
95779995,95826178,46183,SX411
95826178,95869391,43213,SX243
95869391,95907587,38196,SX39
95907587,95958583,50996,SA1
95958583,95997598,39015,SX236
95997598,96043166,45568,SX56
96043166,96087301,44135,SX328
96087301,96144441,57140,SA1
96144441,96190624,46183,SI1929
96190624,96226772,36148,SX105
96226772,96280532,53760,SA1
96280532,96336852,56320,SI2307
96336852,96377198,40346,SI1783
96377198,96441096,63898,SI2065
96441096,96478575,37479,SA2
96478575,96520457,41882,SI662
96520457,96560598,40141,SX211
96560598,96621936,61338,SX164
96621936,96674263,52327,SA2
96674263,96736215,61952,SX440
96736215,96784139,47924,SA1
96784139,96825714,41575,SA2
96825714,96867391,41677,SA2
96867391,96903436,36045,SI2022
96903436,96973785,70349,SI1401
96973785,97029491,55706,SX41
97029491,97070963,41472,SX89
97070963,97107930,36967,SX83
97107930,97160564,52634,SX268
97160564,97214734,54170,SA1
97214734,97256821,42087,SX213
97256821,97305461,48640,SX179
97305461,97343861,38400,SI1603
97343861,97382466,38605,SI1191
97382466,97441858,59392,SA1
97441858,97482716,40858,SX255
97482716,97517225,34509,SX447
97517225,97565865,48640,SA2
97565865,97614915,49050,SA2
97614915,97665706,50791,SA2
97665706,97709226,43520,SX148
97709226,97759812,50586,SX337
97759812,97827396,67584,SI467
97827396,97866923,39527,SX78
97866923,97891397,24474,SI1708
97891397,97962770,71373,SX366
97962770,98039468,76698,SX351
98039468,98096915,57447,SA1
98096915,98139821,42906,SX89
98139821,98182113,42292,SX452
98182113,98266286,84173,SI812
98266286,98315029,48743,SA2
98315029,98367970,52941,SX130
98367970,98404527,36557,SA2
98404527,98456547,52020,SA1
98456547,98499146,42599,SX235
98499146,98545022,45876,SX165
98545022,98584754,39732,SI2309
98584754,98630015,45261,SI1236
98630015,98676403,46388,SX242
98676403,98734874,58471,SI1336
98734874,98772558,37684,SX425
98772558,98832974,60416,SI1586
98832974,98870248,37274,SA2
98870248,98922063,51815,SX450
98922063,98989033,66970,SI546
98989033,99040643,51610,SA2
99040643,99082423,41780,SX416
99082423,99157790,75367,SI1356
99157790,99203870,46080,SX40
99203870,99267973,64103,SX395
99267973,99322348,54375,SA1
99322348,99356448,34100,SX322
99356448,99379079,22631,SI2049
99379079,99413895,34816,SX198
99413895,99482811,68916,SX440
99482811,99539643,56832,SX431
99539643,99585416,45773,SX387
99585416,99649314,63898,SI2277
99649314,99676553,27239,SX257
99676553,99756528,79975,SX41
99756528,99841213,84685,SI969
99841213,99878282,37069,SX146
99878282,99932862,54580,SI1598
99932862,99968088,35226,SI2238
99968088,100014988,46900,SA2
100014988,100064243,49255,SX41
100064243,100098650,34407,SX273
100098650,100138894,40244,SA2
100138894,100185282,46388,SI693
100185282,100252662,67380,SI1845
100252662,100304579,51917,SI1524
100304579,100358749,54170,SA1
100358749,100440772,82023,SI2276
100440772,100474564,33792,SX111
100474564,100512452,37888,SX80
100512452,100546244,33792,SX80
100546244,100601438,55194,SX198
100601438,100633080,31642,SX257
100633080,100729951,96871,SI1016
100729951,100776646,46695,SX179
100776646,100821088,44442,SX129
100821088,100860000,38912,SX257
100860000,100905364,45364,SA2
100905364,100963630,58266,SX41
100963630,100985851,22221,SX202
100985851,101051080,65229,SX440
101051080,101088866,37786,SI603
101088866,101132796,43930,SI965
101132796,101196592,63796,SX336
101196592,101257213,60621,SI1007
101257213,101310461,53248,SX121
101310461,101368625,58164,SA1
101368625,101406001,37376,SX87
101406001,101453413,47412,SA1
101453413,101495295,41882,SA2
101495295,101542809,47514,SX315
101542809,101581619,38810,SX415
101581619,101654426,72807,SX251
101654426,101696615,42189,SX248
101696615,101756110,59495,SX149
101756110,101809461,53351,SI2200
101809461,101850831,41370,SX339
101850831,101874076,23245,SI1719
101874076,101932137,58061,SX390
101932137,102012419,80282,SX175
102012419,102048771,36352,SA2
102048771,102068535,19764,SI1763
102068535,102157828,89293,SI752
102157828,102221828,64000,SX336
102221828,102278148,56320,SX91
102278148,102327505,49357,SI2001
102327505,102364881,37376,SX128
102364881,102452331,87450,SI2070
102452331,102506706,54375,SX428
102506706,102579718,73012,SI1087
102579718,102613920,34202,SX46
102613920,102655597,41677,SI1568
102655597,102682119,26522,SI2148
102682119,102724103,41984,SX344
102724103,102777454,53351,SI1216
102777454,102819336,41882,SA2
102819336,102868386,49050,SA2
102868386,102918358,49972,SA2
102918358,102968944,50586,SI760
102968944,103011952,43008,SA2
103011952,103049021,37069,SX207
103049021,103092234,43213,SA2
103092234,103122442,30208,SX307
103122442,103175281,52839,SA1
103175281,103224945,49664,SI622
103224945,103277784,52839,SX88
103277784,103330520,52736,SA1
103330520,103377522,47002,SX152
103377522,103429439,51917,SA1
103429439,103497331,67892,SX349
103497331,103544333,47002,SX376
103544333,103583757,39424,SA2
103583757,103638234,54477,SX267
103638234,103688718,50484,SA1
103688718,103737154,48436,SI1622
103737154,103784566,47412,SI657
103784566,103830032,45466,SA2
103830032,103877546,47514,SI1080
103877546,103911236,33690,SI2087
103911236,103951684,40448,SA2
103951684,103997764,46080,SX186
103997764,104051524,53760,SX206
104051524,104101393,49869,SX390
104101393,104154539,53146,SA2
104154539,104200107,45568,SA2
104200107,104243115,43008,SX146
104243115,104301279,58164,SX120
104301279,104342239,40960,SI802
104342239,104414841,72602,SI694
104414841,104452320,37479,SA2
104452320,104509869,57549,SX247
104509869,104562196,52327,SI566
104562196,104617288,55092,SI865
104617288,104660808,43520,SA2
104660808,104722146,61338,SX167
104722146,104772732,50586,SX141
104772732,104842876,70144,SI1196
104842876,104882608,39732,SX381
104882608,104916912,34304,SX291
104916912,104958180,41268,SA2
104958180,105006718,48538,SX414
105006718,105063960,57242,SI578
105063960,105102053,38093,SA2
105102053,105168409,66356,SX420
105168409,105230361,61952,SX54
105230361,105268966,38605,SX381
105268966,105328256,59290,SX41
105328256,105387444,59188,SX301
105387444,105431784,44340,SA2
105431784,105515138,83354,SX442
105515138,105554767,39629,SA2
105554767,105585897,31130,SI1200
105585897,105616720,30823,SX325
105616720,105657783,41063,SX32
105657783,105709086,51303,SI617
105709086,105767864,58778,SX172
105767864,105823365,55501,SX78
105823365,105852754,29389,SI1066
105852754,105924946,72192,SI1041
105924946,105960786,35840,SI1705
105960786,106017004,56218,SI547
106017004,106055712,38708,SX72
106055712,106099744,44032,SI719
106099744,106161184,61440,SX347
106161184,106212077,50893,SA1
106212077,106256621,44544,SX276
106256621,106305876,49255,SA1
106305876,106370388,64512,SX312
106370388,106407457,37069,SA2
106407457,106453947,46490,SX226
106453947,106498594,44647,SI738
106498594,106542319,43725,SX97
106542319,106587990,45671,SX82
106587990,106639702,51712,SX316
106639702,106686499,46797,SX363
106686499,106718141,31642,SI2019
106718141,106740874,22733,SI1173
106740874,106781834,40960,SX83
106781834,106835185,53351,SA1
106835185,106903998,68813,SX349
106903998,106978648,74650,SX153
106978648,107021247,42599,SI1581
107021247,107064665,43418,SX125
107064665,107095693,31028,SX16
107095693,107172391,76698,SX347
107172391,107227073,54682,SA1
107227073,107289128,62055,SA1
107289128,107341250,52122,SA1
107341250,107401462,60212,SI1349
107401462,107434947,33485,SX6
107434947,107494647,59700,SA1
107494647,107542571,47924,SX390
107542571,107578821,36250,SX255
107578821,107631148,52327,SX122
107631148,107677945,46797,SX81
107677945,107749728,71783,SI991
107749728,107806970,57242,SX328
107806970,107843527,36557,SX168
107843527,107874862,31335,SX17
107874862,107908450,33588,SX195
107908450,107958831,50381,SX382
107958831,108022012,63181,SI939
108022012,108065123,43111,SX163
108065123,108130455,65332,SI1239
108130455,108177662,47207,SX398
108177662,108228453,50791,SX309
108228453,108278220,49767,SA1
108278220,108334438,56218,SA1
108334438,108410726,76288,SI1045
108410726,108462438,51712,SX165
108462438,108538829,76391,SI521
108538829,108605492,66663,SA1
108605492,108637953,32461,SX246
108637953,108685262,47309,SX183
108685262,108750901,65639,SI1958
108750901,108793295,42394,SI1765
108793295,108840707,47412,SI1495
108840707,108902967,62260,SI1357
108902967,108939524,36557,SX150
108939524,108989803,50279,SI586
108989803,109027999,38196,SX196
109027999,109081247,53248,SX366
109081247,109158559,77312,SA1
109158559,109204537,45978,SX256
109204537,109275091,70554,SX162
109275091,109347181,72090,SX435
109347181,109383943,36762,SA2
109383943,109403502,19559,SI1527
109403502,109457365,53863,SA1
109457365,109493001,35636,SX270
109493001,109566217,73216,SA1
109566217,109621513,55296,SX331
109621513,109669129,47616,SA1
109669129,109745315,76186,SI1392
109745315,109801226,55911,SA1
109801226,109823652,22426,SI1620
109823652,109875774,52122,SX431
109875774,109924619,48845,SX433
109924619,109956466,31847,SX297
109956466,110004799,48333,SX239
110004799,110035827,31028,SI1683
110035827,110060915,25088,SI1614
110060915,110115904,54989,SA1
110115904,110164237,48333,SI1299
110164237,110210727,46490,SI1591
110210727,110267252,56525,SI696
110267252,110309646,42394,SX340
110309646,110346306,36660,SI1161
110346306,110388290,41984,SX363
110388290,110452905,64615,SX52
110452905,110497449,44544,SX89
110497449,110527657,30208,SX195
110527657,110577321,49664,SX55
110577321,110623913,46592,SI1117
110623913,110681360,57447,SI1248
110681360,110733892,52532,SA2
110733892,110794411,60519,SX346
110794411,110818987,24576,SI1844
110818987,110856875,37888,SX235
110856875,110921592,64717,SI1945
110921592,111001157,79565,SI932
111001157,111058501,57344,SA2
111058501,111108882,50381,SI975
111108882,111158751,49869,SA1
111158751,111230739,71988,SX430
111230739,111281837,51098,SA1
111281837,111355873,74036,SX88
111355873,111405230,49357,SX341
111405230,111445986,40756,SX246
111445986,111476399,30413,SX46
111476399,111515414,39015,SX445
111515414,111554736,39322,SX250
111554736,111628772,74036,SI873
111628772,111683454,54682,SX88
111683454,111729125,45671,SI926
111729125,111761586,32461,SX391
111761586,111810124,48538,SX412
111810124,111863065,52941,SA2
111863065,111912217,49152,SX258
111912217,111950925,38708,SX68
111950925,111989837,38912,SX393
111989837,112027930,38093,SX86
112027930,112062542,34612,SX225
112062542,112108622,46080,SX265
112108622,112161666,53044,SA1
112161666,112199350,37684,SA2
112199350,112234986,35636,SA2
112234986,112298577,63591,SX430
112298577,112354488,55911,SX329
112354488,112387973,33485,SA2
112387973,112436921,48948,SA2
112436921,112466720,29799,SX59
112466720,112497440,30720,SI1644
112497440,112523348,25908,SI2225
112523348,112577928,54580,SX165
112577928,112623496,45568,SX129
112623496,112669884,46388,SA1
112669884,112746480,76596,SI889
112746480,112797578,51098,SX390
112797578,112854513,56935,SX226
112854513,112917694,63181,SI761
112917694,112952818,35124,SX78
112952818,112992242,39424,SA2
112992242,113031359,39117,SI1665
113031359,113083481,52122,SX244
113083481,113142873,59392,SA1
113142873,113200115,57242,SX311
113200115,113269747,69632,SI1704
113269747,113305997,36250,SX198
113305997,113360884,54887,SX67
113360884,113402152,41268,SA2
113402152,113452533,50381,SX106
113452533,113489090,36557,SA2
113489090,113536911,47821,SA2
113536911,113591695,54784,SA2
113591695,113617500,25805,SX127
113617500,113643100,25600,SI1768
113643100,113682012,38912,SA2
113682012,113732291,50279,SX167
113732291,113789226,56935,SA1
113789226,113848926,59700,SI561
113848926,113889477,40551,SX111
113889477,113933509,44032,SX35
113933509,113994130,60621,SA1
113994130,114051372,57242,SX328
114051372,114106771,55399,SA1
114106771,114159303,52532,SA1
114159303,114216033,56730,SI2340
114216033,114258427,42394,SX341
114258427,114351099,92672,SI1738
114351099,114405781,54682,SA1
114405781,114470396,64615,SX178
114470396,114511766,41370,SX51
114511766,114568394,56628,SI2186
114568394,114629118,60724,SA1
114629118,114700696,71578,SI2197
114700696,114757836,57140,SA1
114757836,114814873,57037,SX312
114814873,114836173,21300,SI1937
114836173,114902221,66048,SI918
114902221,114946561,44340,SA1
114946561,115028481,81920,SA1
115028481,115083163,54682,SA1
115083163,115156891,73728,SA1
115156891,115210037,53146,SX135
115210037,115276802,66765,SI623
115276802,115317967,41165,SA2
115317967,115367324,49357,SX73
115367324,115404803,37479,SX201
115404803,115452829,48026,SX215
115452829,115511402,58573,SX451
115511402,115554308,42906,SX63
115554308,115606635,52327,SI1482
115606635,115645343,38708,SX271
115645343,115682003,36660,SX22
115682003,115717536,35533,SX253
115717536,115747744,30208,SI1789
115747744,115802324,54580,SA1
115802324,115857313,54989,SX377
115857313,115926229,68916,SI1317
115926229,115972719,46490,SI1529
115972719,116033033,60314,SX312
116033033,116080547,47514,SA2
116080547,116125399,44852,SX241
116125399,116169431,44032,SX74
116169431,116199742,30311,SI2229
116199742,116258725,58983,SI1695
116258725,116304498,45773,SX316
116304498,116358258,53760,SI1742
116358258,116425228,66970,SI1980
116425228,116476121,50893,SI1561
116476121,116522099,45978,SX288
116522099,116564083,41984,SA2
116564083,116604839,40756,SI2250
116604839,116662593,57754,SA1
116662593,116705601,43008,SA2
116705601,116784347,78746,SI1461
116784347,116809947,25600,SI1617
116809947,116853672,43725,SX154
116853672,116899240,45568,SI695
116899240,116937026,37786,SX263
116937026,116978601,41575,SX272
116978601,117021917,43316,SX405
117021917,117070148,48231,SX64
117070148,117107524,37376,SX217
117107524,117168452,60928,SX366
117168452,117222212,53760,SA1
117222212,117283550,61338,SA1
117283550,117329221,45671,SI1086
117329221,117371205,41984,SX210
117371205,117425887,54682,SA2
117425887,117478111,52224,SI1512
117478111,117518662,40551,SX446
117518662,117554605,35943,SI2256
117554605,117590548,35943,SI1407
117590548,117622497,31949,SX334
117622497,117651784,29287,SX22
117651784,117720085,68301,SA1
117720085,117749679,29594,SX217
117749679,117782857,33178,SX183
117782857,117841430,58573,SX247
117841430,117894883,53453,SX141
117894883,117940759,45876,SX425
117940759,117978647,37888,SA2
117978647,118021758,43111,SA2
118021758,118065688,43930,SI1886
118065688,118115967,50279,SX292
118115967,118226867,110900,SI1501
118226867,118278170,51303,SA1
118278170,118301415,23245,SI672
118301415,118337460,36045,SX106
118337460,118387432,49972,SI1101
118387432,118417333,29901,SX384
118417333,118479388,62055,SX423
118479388,118549942,70554,SI517
118549942,118617424,67482,SI2025
118617424,118679479,62055,SI1672
118679479,118711735,32256,SA2
118711735,118764267,52532,SX121
118764267,118841989,77722,SI1780
118841989,118888069,46080,SX315
118888069,118940089,52020,SX429
118940089,119020269,80180,SX171
119020269,119074644,54375,SX309
119074644,119147348,72704,SX346
119147348,119198036,50688,SX144
119198036,119235003,36967,SI1870
119235003,119279138,44135,SX443
119279138,119327266,48128,SI1963
119327266,119356450,29184,SI506
119356450,119402223,45773,SA2
119402223,119437551,35328,SX111
119437551,119474211,36660,SI1503
119474211,119520599,46388,SI610
119520599,119558590,37991,SX443
119558590,119618699,60109,SX423
119618699,119689355,70656,SX170
119689355,119733080,43725,SI784
119733080,119776600,43520,SA2
119776600,119819916,43316,SX73
119819916,119864460,44544,SX443
119864460,119887193,22733,SI1887
119887193,119952320,65127,SX451
119952320,120010586,58266,SX226
120010586,120062606,52020,SI2291
120062606,120081448,18842,SI1749
120081448,120130191,48743,SX292
120130191,120167465,37274,SX52
120167465,120250205,82740,SI2102
120250205,120278263,28058,SI2292
120278263,120310417,32154,SI559
120310417,120353630,43213,SA2
120353630,120402475,48845,SX344
120402475,120462277,59802,SI1302
120462277,120541125,78848,SI633
120541125,120594885,53760,SA1
120594885,120639941,45056,SX353
120639941,120675577,35636,SI2224
120675577,120716845,41268,SX256
120716845,120763642,46797,SI2220
120763642,120860001,96359,SI1097
120860001,120907822,47821,SX357
120907822,120952059,44237,SA2
120952059,121000495,48436,SA1
121000495,121080265,79770,SI1263
121080265,121123888,43623,SX96
121123888,121155018,31130,SI1962
121155018,121189630,34612,SX207
121189630,121272165,82535,SI788
121272165,121335756,63591,SI2316
121335756,121378252,42496,SA2
121378252,121423616,45364,SI2041
121423616,121497959,74343,SI1176
121497959,121560526,62567,SX201
121560526,121599336,38810,SX45
121599336,121642037,42701,SX144
121642037,121715970,73933,SX311
121715970,121761436,45466,SA2
121761436,121813251,51815,SA1
121813251,121850832,37581,SI1911
121850832,121910532,59700,SI2337
121910532,121967364,56832,SA1
121967364,122003614,36250,SI706
122003614,122048158,44544,SX234
122048158,122086456,38298,SX93
122086456,122114616,28160,SX182
122114616,122155269,40653,SI1500
122155269,122206674,51405,SX57
122206674,122244767,38093,SX42
122244767,122279788,35021,SX16
122279788,122313171,33383,SX325
122313171,122358944,45773,SX285
122358944,122410759,51815,SX243
122410759,122455303,44544,SA2
122455303,122505070,49767,SA1
122505070,122576136,71066,SI903
122576136,122638088,61952,SA1
122638088,122679970,41882,SA2
122679970,122739465,59495,SX84
122739465,122768240,28775,SI1971
122768240,122818826,50586,SX238
122818826,122876580,57754,SA1
122876580,122913547,36967,SI1770
122913547,122965771,52224,SI1734
122965771,123014923,49152,SX250
123014923,123059570,44647,SX258
123059570,123107801,48231,SI1081
123107801,123162176,54375,SA1
123162176,123212557,50381,SX89
123212557,123255361,42804,SI1582
123255361,123294171,38810,SX358
123294171,123357045,62874,SI1981
123357045,123396469,39424,SX291
123396469,123455759,59290,SX173
123455759,123515459,59700,SX367
123515459,123565123,49664,SX107
123565123,123622979,57856,SA1
123622979,123675408,52429,SA1
123675408,123720464,45056,SX431
123720464,123766647,46183,SI1118
123766647,123830955,64308,SA1
123830955,123872120,41165,SA2
123872120,123938680,66560,SA1
123938680,123968581,29901,SX30
123968581,124011897,43316,SX276
124011897,124056953,45056,SX156
124056953,124132422,75469,SI543
124132422,124180243,47821,SX18
124180243,124255610,75367,SI1435
124255610,124310497,54887,SX347
124310497,124351150,40653,SA2
124351150,124397742,46592,SA2
124397742,124455906,58164,SI997
124455906,124488060,32154,SI574
124488060,124529020,40960,SX399
124529020,124599881,70861,SA1
124599881,124648009,48128,SX297
124648009,124707913,59904,SI1321
124707913,124748157,40244,SI2153
124748157,124824855,76698,SI2036
124824855,124876465,51610,SX340
124876465,124921931,45466,SA2
124921931,124982040,60109,SX422
124982040,125040306,58266,SI1551
125040306,125092223,51917,SX57
125092223,125140659,48436,SI1927
125140659,125179469,38810,SA2
125179469,125204967,25498,SX31
125204967,125274087,69120,SX433
125274087,125324059,49972,SA2
125324059,125393999,69940,SI1462
125393999,125435062,41063,SX345
125435062,125485750,50688,SI1275
125485750,125559581,73831,SI1052
125559581,125621124,61543,SX350
125621124,125661675,40551,SI878
125661675,125708165,46490,SX167
125708165,125751685,43520,SX238
125751685,125816812,65127,SX136
125816812,125852550,35738,SX72
125852550,125892998,40448,SA2
125892998,125935290,42292,SX39
125935290,125999802,64512,SI957
125999802,126045473,45671,SX268
126045473,126098414,52941,SA1
126098414,126133538,35124,SX236
126133538,126168047,34509,SX254
126168047,126248534,80487,SI902
126248534,126300758,52224,SX52
126300758,126351446,50688,SX179
126351446,126391178,39732,SX130
126391178,126434084,42906,SX360
126434084,126489790,55706,SX452
126489790,126548670,58880,SA1
126548670,126597720,49050,SX378
126597720,126641445,43725,SX86
126641445,126716812,75367,SI979
126716812,126768422,51610,SA1
126768422,126839693,71271,SI2125
126839693,126902055,62362,SX79
126902055,126964315,62260,SX312
126964315,127015925,51610,SA1
127015925,127104604,88679,SI772
127104604,127166761,62157,SX179
127166761,127213149,46388,SA1
127213149,127251242,38093,SI466
127251242,127294558,43316,SX182
127294558,127326200,31642,SX80
127326200,127371768,45568,SX397
127371768,127432901,61133,SA2
127432901,127479596,46695,SI1035
127479596,127510931,31335,SX263
127510931,127562234,51303,SX375
127562234,127626234,64000,SA1
127626234,127677639,51405,SX332
127677639,127736929,59290,SI1792
127736929,127775329,38400,SX291
127775329,127822536,47207,SX26
127822536,127854383,31847,SX427
127854383,127907939,53556,SA1
127907939,127944496,36557,SA2
127944496,128035325,90829,SI1054
128035325,128095639,60314,SX346
128095639,128139159,43520,SI1773
128139159,128196811,57652,SX76
128196811,128261835,65024,SX452
128261835,128311090,49255,SX419
128311090,128386252,75162,SI1743
128386252,128439398,53146,SA1
128439398,128492954,53556,SA1
128492954,128555316,62362,SX398
128555316,128585422,30106,SI2051
128585422,128635906,50484,SX341
128635906,128666422,30516,SI2050
128666422,128709021,42599,SX96
128709021,128736465,27444,SI486
128736465,128797291,60826,SX174
128797291,128858219,60928,SX234
128858219,128922322,64103,SI2272
128922322,128980076,57754,SI1020
128980076,129065785,85709,SI1376
129065785,129103161,37376,SA2
129103161,129159379,56218,SX218
129159379,129178016,18637,SX70
129178016,129205357,27341,SX168
129205357,129243553,38196,SI1049
129243553,129291169,47616,SA2
129291169,129353019,61850,SI1446
129353019,129394799,41780,SI612
129394799,129479587,84788,SI927
129479587,129523107,43520,SX83
129523107,129556797,33690,SI1839
129556797,129613937,57140,SA1
129613937,129678040,64103,SX406
129678040,129712037,33997,SI2266
129712037,129778700,66663,SI921
129778700,129834304,55604,SX305
129834304,129867687,33383,SI2133
129867687,129919502,51815,SX171
129919502,129965173,45671,SX375
129965173,129997839,32666,SX202
129997839,130023542,25703,SX202
130023542,130062762,39220,SX300
130062762,130110174,47412,SA1
130110174,130168850,58676,SI1014
130168850,130222406,53556,SX398
130222406,130292243,69837,SA1
130292243,130336275,44032,SX45
130336275,130363719,27444,SI2026
130363719,130416967,53248,SX288
130416967,130449735,32768,SX294
130449735,130523463,73728,SI1468
130523463,130573332,49869,SA1
130573332,130615419,42087,SA2
130615419,130687407,71988,SI1556
130687407,130773526,86119,SX166
130773526,130803939,30413,SX254
130803939,130861591,57652,SX147
130861591,130889137,27546,SI1732
130889137,130931736,42599,SX310
130931736,130982936,51200,SX215
130982936,131059736,76800,SI688
131059736,131133362,73626,SI736
131133362,131180978,47616,SI718
131180978,131219481,38503,SI656
131219481,131246413,26932,SI1852
131246413,131307956,61543,SI1069
131307956,131356187,48231,SI2110
131356187,131411586,55399,SA1
131411586,131441692,30106,SI2312
131441692,131520233,78541,SI1251
131520233,131564470,44237,SX180
131564470,131628163,63693,SA1
131628163,131682128,53965,SX426
131682128,131743364,61236,SA1
131743364,131790571,47207,SI1147
131790571,131855391,64820,SX430
131855391,131900447,45056,SX179
131900447,131937311,36864,SA2
131937311,131974687,37376,SX261
131974687,132050156,75469,SX327
132050156,132087942,37786,SA2
132087942,132155219,67277,SI1896
132155219,132235706,80487,SI1347
132235706,132281889,46183,SA2
132281889,132328993,47104,SA2
132328993,132378453,49460,SX221
132378453,132423817,45364,SA2
132423817,132466928,43111,SA2
132466928,132510346,43418,SX112
132510346,132549873,39527,SX424
132549873,132591141,41268,SA2
132591141,132640601,49460,SX384
132640601,132692621,52020,SA2
132692621,132719348,26727,SI1662
132719348,132762561,43213,SX294
132762561,132801473,38912,SX326
132801473,132841409,39936,SA2
132841409,132888309,46900,SX154
132888309,132916572,28263,SI1593
132916572,132963267,46695,SA1
132963267,132999619,36352,SX381
132999619,133047440,47821,SA1
133047440,133089424,41984,SX287
133089424,133142672,53248,SA1
133142672,133186397,43725,SX91
133186397,133215684,29287,SX30
133215684,133263505,47821,SX201
133263505,133322078,58573,SX132
133322078,133370411,48333,SX343
133370411,133426527,56116,SX411
133426527,133476601,50074,SX377
133476601,133514694,38093,SX249
133514694,133569581,54887,SX247
133569581,133632762,63181,SX155
133632762,133690414,57652,SA1
133690414,133733218,42804,SA1
133733218,133783804,50586,SX211
133783804,133817596,33792,SX64
133817596,133855894,38298,SX344
133855894,133903306,47412,SX412
133903306,133979902,76596,SI1222
133979902,134037554,57652,SI2318
134037554,134112511,74957,SI1477
134112511,134149478,36967,SA2
134149478,134204774,55296,SI1346
134204774,134262630,57856,SX343
134262630,134329805,67175,SI1959
134329805,134382746,52941,SA1
134382746,134462926,80180,SI1891
134462926,134500507,37581,SA2
134500507,134563995,63488,SI1201
134563995,134603215,39220,SI1606
134603215,134642537,39322,SX445
134642537,134680733,38196,SA2
134680733,134723127,42394,SX429
134723127,134759275,36148,SX277
134759275,134805151,45876,SX376
134805151,134876422,71271,SI779
134876422,134930080,53658,SX226
134930080,134989677,59597,SI1597
134989677,135059002,69325,SI1231
135059002,135083066,24064,SI1954
135083066,135106414,23348,SI974
135106414,135150856,44442,SX264
135150856,135219874,69018,SI624
135219874,135251926,32052,SX294
135251926,135294115,42189,SX249
135294115,135341424,47309,SX62
135341424,135402148,60724,SX312
135402148,135438296,36148,SX277
135438296,135478437,40141,SA2
