mel_spectro_start,mel_spectro_end,mel_spectro_length,Speaker
37172835,37173625,790,232691
37173625,37174247,622,117382
37174247,37175548,1301,82020
37175548,37175922,374,132484
37175922,37177120,1198,127597
37177120,37178321,1201,6541
37178321,37179193,872,276730
37179193,37180016,823,11734
37180016,37181212,1196,150855
37181212,37182557,1345,126959
37182557,37183191,634,130101
37183191,37184166,975,129393
37184166,37185336,1170,80665
37185336,37186539,1203,130125
37186539,37187589,1050,276908
37187589,37188038,449,139741
37188038,37189314,1276,50778
37189314,37190465,1151,39910
37190465,37191639,1174,8689
37191639,37192784,1145,8689
37192784,37193924,1140,75355
37193924,37194122,198,156963
37194122,37195253,1131,35926
37195253,37196407,1154,75791
37196407,37197338,931,77778
37197338,37198489,1151,136863
37198489,37199518,1029,156154
37199518,37200570,1052,291101
37200570,37201793,1223,182396
37201793,37202923,1130,18524
37202923,37203876,953,8140
37203876,37204703,827,130876
37204703,37205818,1115,129396
37205818,37207027,1209,121127
37207027,37208226,1199,113273
37208226,37209519,1293,279775
37209519,37210680,1161,66470
37210680,37211482,802,58776
37211482,37212562,1080,139612
37212562,37213845,1283,3582
37213845,37214994,1149,98644
37214994,37216154,1160,66622
37216154,37217263,1109,164327
37217263,37218254,991,36146
37218254,37218969,715,132782
37218969,37219894,925,70919
37219894,37221159,1265,130878
37221159,37222332,1173,131220
37222332,37222728,396,46889
37222728,37223930,1202,141135
37223930,37224488,558,121799
37224488,37225687,1199,395
37225687,37226686,999,134160
37226686,37227766,1080,126961
37227766,37228693,927,133440
37228693,37229905,1212,163527
37229905,37230238,333,15081
37230238,37231422,1184,139361
37231422,37232686,1264,142279
37232686,37233612,926,121331
37233612,37234787,1175,26520
37234787,37235983,1196,131003
37235983,37236905,922,124164
37236905,37238001,1096,291170
37238001,37239264,1263,69422
37239264,37240417,1153,133224
37240417,37241609,1192,139753
37241609,37242823,1214,55856
37242823,37243310,487,138045
37243310,37244385,1075,47030
37244385,37245478,1093,68888
37245478,37246486,1008,2327
37246486,37247718,1232,157242
37247718,37249045,1327,161102
37249045,37249856,811,95441
37249856,37250641,785,6397
37250641,37251072,431,70843
37251072,37251457,385,147159
37251457,37252637,1180,135580
37252637,37253875,1238,121799
37253875,37255127,1252,11512
37255127,37255675,548,141642
37255675,37256901,1226,12895
37256901,37257195,294,6397
37257195,37258287,1092,1732
37258287,37259400,1113,58869
37259400,37260568,1168,156720
37260568,37260875,307,275885
37260875,37262105,1230,282357
37262105,37263080,975,271826
37263080,37263575,495,131203
37263575,37263900,325,129623
37263900,37265152,1252,155968
37265152,37266436,1284,112597
37266436,37267713,1277,64290
37267713,37268644,931,281472
37268644,37269835,1191,285173
37269835,37271106,1271,59288
37271106,37272322,1216,68762
37272322,37272781,459,139355
37272781,37273997,1216,94522
37273997,37275040,1043,172156
37275040,37276080,1040,156015
37276080,37276931,851,127696
37276931,37278073,1142,65554
37278073,37279233,1160,76574
37279233,37280518,1285,101289
37280518,37281737,1219,101580
37281737,37282357,620,135659
37282357,37283574,1217,133424
37283574,37284747,1173,294523
37284747,37285232,485,233382
37285232,37286347,1115,86765
37286347,37287374,1027,137618
37287374,37287587,213,130588
37287587,37288774,1187,130876
37288774,37290090,1316,138866
37290090,37291118,1028,8675
37291118,37292369,1251,135580
37292369,37293592,1223,122443
37293592,37294073,481,122451
37294073,37295114,1041,131722
37295114,37296389,1275,125001
37296389,37297439,1050,127704
37297439,37298678,1239,127518
37298678,37299754,1076,58868
37299754,37300305,551,132782
37300305,37301630,1325,101262
37301630,37302848,1218,88367
37302848,37303497,649,6556
37303497,37304672,1175,5912
37304672,37305895,1223,73972
37305895,37307063,1168,178748
37307063,37308263,1200,139361
37308263,37309470,1207,129623
37309470,37310515,1045,146123
37310515,37310882,367,26895
37310882,37311771,889,132532
37311771,37312934,1163,127522
37312934,37314102,1168,4690
37314102,37315185,1083,86765
37315185,37316411,1226,279239
37316411,37317430,1019,145701
37317430,37318457,1027,296467
37318457,37319756,1299,134425
37319756,37320641,885,88489
37320641,37321699,1058,121543
37321699,37322417,718,18005
37322417,37323540,1123,156968
37323540,37324873,1333,132073
37324873,37325864,991,4733
37325864,37327175,1311,99122
37327175,37328434,1259,124002
37328434,37328627,193,46268
37328627,37328792,165,134707
37328792,37329146,354,122655
37329146,37330049,903,109180
37330049,37330409,360,166423
37330409,37331700,1291,54016
37331700,37332023,323,10347
37332023,37333160,1137,7741
37333160,37333476,316,39616
37333476,37334419,943,123167
37334419,37335140,721,136861
37335140,37336247,1107,121541
37336247,37337437,1190,162129
37337437,37338685,1248,46588
37338685,37338931,246,284428
37338931,37339810,879,152824
37339810,37340915,1105,124368
37340915,37342067,1152,176256
37342067,37343252,1185,723
37343252,37344255,1003,293987
37344255,37344764,509,37092
37344764,37345318,554,153728
37345318,37346583,1265,134420
37346583,37347891,1308,137597
37347891,37349050,1159,186232
37349050,37350210,1160,121148
37350210,37351399,1189,287671
37351399,37351646,247,121722
37351646,37352727,1081,159056
37352727,37353803,1076,108005
37353803,37354063,260,124003
37354063,37355202,1139,12971
37355202,37356412,1210,19376
37356412,37357618,1206,246932
37357618,37358541,923,135762
37358541,37359818,1277,10674
37359818,37361055,1237,144503
37361055,37362204,1149,85685
37362204,37362901,697,127538
37362901,37364145,1244,49755
37364145,37365405,1260,861
37365405,37366461,1056,132821
37366461,37367586,1125,138486
37367586,37368808,1222,208
37368808,37369856,1048,148529
37369856,37370630,774,139730
37370630,37371737,1107,112187
37371737,37373025,1288,138290
37373025,37374278,1253,135894
37374278,37375444,1166,131003
37375444,37376193,749,86026
37376193,37377268,1075,91905
37377268,37378493,1225,258263
37378493,37379550,1057,135033
37379550,37380606,1056,68369
37380606,37381654,1048,366
37381654,37382806,1152,132485
37382806,37383953,1147,126959
37383953,37384993,1040,142750
37384993,37385955,962,84447
37385955,37387202,1247,176263
37387202,37388569,1367,14526
37388569,37389629,1060,102250
37389629,37390044,415,124224
37390044,37391045,1001,26950
37391045,37391411,366,37090
37391411,37392564,1153,76973
37392564,37393756,1192,12723
37393756,37393953,197,681
37393953,37395157,1204,176256
37395157,37396367,1210,54487
37396367,37397188,821,123190
37397188,37397516,328,125140
37397516,37398799,1283,125127
37398799,37399912,1113,171108
37399912,37401130,1218,56837
37401130,37402155,1025,95875
37402155,37403394,1239,127685
37403394,37404608,1214,246932
37404608,37405685,1077,129994
37405685,37406383,698,86679
37406383,37406990,607,167597
37406990,37408171,1181,135659
37408171,37409412,1241,130878
37409412,37410522,1110,4690
37410522,37411623,1101,183988
37411623,37412919,1296,158081
37412919,37413782,863,56174
37413782,37415031,1249,39967
37415031,37416052,1021,12971
37416052,37417246,1194,185074
37417246,37418501,1255,4158
37418501,37419621,1120,40556
37419621,37420287,666,34479
37420287,37421068,781,290901
37421068,37421577,509,102381
37421577,37422796,1219,293663
37422796,37424075,1279,105168
37424075,37425365,1290,291458
37425365,37426551,1186,109174
37426551,37427770,1219,58090
37427770,37428885,1115,140072
37428885,37430092,1207,158074
37430092,37430549,457,141174
37430549,37431595,1046,125883
37431595,37432847,1252,100145
37432847,37433992,1145,14274
37433992,37434846,854,161975
37434846,37435909,1063,48579
37435909,37436993,1084,18524
37436993,37438164,1171,128145
37438164,37438794,630,149033
37438794,37439907,1113,12085
37439907,37441225,1318,133440
37441225,37441460,235,105394
37441460,37442354,894,126965
37442354,37443168,814,212
37443168,37444473,1305,162253
37444473,37445761,1288,122467
37445761,37446895,1134,128309
37446895,37448083,1188,26947
37448083,37449229,1146,40556
37449229,37450348,1119,104637
37450348,37451439,1091,125140
37451439,37452595,1156,137588
37452595,37453739,1144,131704
37453739,37454978,1239,123190
37454978,37455223,245,71550
37455223,37456198,975,159056
37456198,37457292,1094,134176
37457292,37458577,1285,365
37458577,37459812,1235,133471
37459812,37460389,577,60800
37460389,37461483,1094,9210
37461483,37462704,1221,93276
37462704,37463462,758,292253
37463462,37464680,1218,7574
37464680,37464989,309,92002
37464989,37465936,947,293959
37465936,37467034,1098,758
37467034,37468245,1211,90852
37468245,37469477,1232,101262
37469477,37470781,1304,119637
37470781,37471787,1006,75242
37471787,37473058,1271,88748
37473058,37474221,1163,163507
37474221,37475333,1112,132484
37475333,37476567,1234,150855
37476567,37477701,1134,77779
37477701,37478900,1199,59239
37478900,37480131,1231,22178
37480131,37480507,376,162667
37480507,37481740,1233,258986
37481740,37482029,289,158074
37482029,37483279,1250,54016
37483279,37484427,1148,163507
37484427,37484962,535,86710
37484962,37486203,1241,157236
37486203,37487376,1173,177627
37487376,37488538,1162,175448
37488538,37489781,1243,101289
37489781,37490912,1131,126860
37490912,37492111,1199,126945
37492111,37492972,861,163518
37492972,37493917,945,282386
37493917,37495155,1238,134657
37495155,37496357,1202,86683
37496357,37497613,1256,5084
37497613,37498792,1179,696
37498792,37499942,1150,288043
37499942,37501071,1129,90852
37501071,37501306,235,105167
37501306,37502290,984,16632
37502290,37503143,853,136846
37503143,37503378,235,47541
37503378,37504666,1288,283242
37504666,37505141,475,11734
37505141,37505341,200,9342
37505341,37506271,930,108621
37506271,37507481,1210,123216
37507481,37508734,1253,101262
37508734,37508950,216,45204
37508950,37510107,1157,6174
37510107,37511370,1263,140222
37511370,37512367,997,90850
37512367,37513295,928,26685
37513295,37514457,1162,274558
37514457,37515570,1113,121413
37515570,37515872,302,131113
37515872,37517117,1245,121543
37517117,37518225,1108,82904
37518225,37519476,1251,145083
37519476,37520720,1244,157243
37520720,37521216,496,132717
37521216,37521688,472,121130
37521688,37522061,373,30105
37522061,37523293,1232,64291
37523293,37524495,1202,132821
37524495,37525730,1235,131218
37525730,37527048,1318,135227
37527048,37527830,782,96168
37527830,37529077,1247,291953
37529077,37530347,1270,126861
37530347,37531592,1245,69550
37531592,37532715,1123,144135
37532715,37533926,1211,130101
37533926,37534223,297,258266
37534223,37535290,1067,132782
37535290,37536586,1296,14358
37536586,37537666,1080,159386
37537666,37537973,307,29108
37537973,37539245,1272,121766
37539245,37540443,1198,176698
37540443,37541711,1268,10822
37541711,37542909,1198,1070
37542909,37543461,552,54613
37543461,37544629,1168,161100
37544629,37545870,1241,71320
37545870,37547081,1211,121674
37547081,37548268,1187,398
37548268,37549434,1166,165701
37549434,37550528,1094,7884
37550528,37551331,803,88489
37551331,37552401,1070,131882
37552401,37553618,1217,142733
37553618,37554051,433,144496
37554051,37554968,917,30119
37554968,37556163,1195,64713
37556163,37557518,1355,139404
37557518,37557766,248,232057
37557766,37559024,1258,80192
37559024,37560318,1294,6498
37560318,37561287,969,119295
37561287,37562285,998,20028
37562285,37562840,555,15305
37562840,37564053,1213,115046
37564053,37565203,1150,131113
37565203,37566386,1183,101265
37566386,37567116,730,289242
37567116,37568228,1112,123283
37568228,37569427,1199,96168
37569427,37570090,663,130125
37570090,37571321,1231,163380
37571321,37572499,1178,150915
37572499,37573630,1131,296467
37573630,37573987,357,73712
37573987,37574719,732,145733
37574719,37575753,1034,102381
37575753,37576644,891,138047
37576644,37577669,1025,283242
37577669,37578666,997,129011
37578666,37579604,938,87997
37579604,37580751,1147,125127
37580751,37582017,1266,140639
37582017,37582877,860,130553
37582877,37584156,1279,290361
37584156,37584622,466,129443
37584622,37585620,998,287359
37585620,37586643,1023,16802
37586643,37587742,1099,139717
37587742,37588857,1115,110061
37588857,37590096,1239,130505
37590096,37590477,381,39477
37590477,37590630,153,71531
37590630,37591827,1197,149739
37591827,37593002,1175,26950
37593002,37593728,726,125943
37593728,37594887,1159,14526
37594887,37595599,712,78885
37595599,37596746,1147,163380
37596746,37597839,1093,158074
37597839,37599011,1172,94523
37599011,37600205,1194,48361
37600205,37601335,1130,109662
37601335,37602473,1138,139290
37602473,37603459,986,12898
37603459,37604606,1147,10642
37604606,37605848,1242,56837
37605848,37606995,1147,63713
37606995,37608005,1010,71320
37608005,37609310,1305,121068
37609310,37609509,199,163607
37609509,37609864,355,66465
37609864,37611163,1299,136846
37611163,37611671,508,104888
37611671,37612971,1300,129440
37612971,37614090,1119,157830
37614090,37615265,1175,95441
37615265,37616518,1253,126480
37616518,37617532,1014,100043
37617532,37618743,1211,132710
37618743,37619957,1214,174992
37619957,37621126,1169,108640
37621126,37622043,917,130625
37622043,37623207,1164,127525
37623207,37624408,1201,67200
37624408,37625443,1035,86732
37625443,37626603,1160,144485
37626603,37627639,1036,166420
37627639,37628893,1254,185488
37628893,37629992,1099,64292
37629992,37630466,474,163612
37630466,37631751,1285,280380
37631751,37632989,1238,90847
37632989,37634124,1135,135892
37634124,37634758,634,67857
37634758,37635186,428,125945
37635186,37636468,1282,131040
37636468,37636847,379,48032
37636847,37637988,1141,282391
37637988,37638734,746,46889
37638734,37640000,1266,133471
37640000,37641245,1245,121080
37641245,37642364,1119,4447
37642364,37642735,371,160187
37642735,37643664,929,137608
37643664,37644683,1019,285896
37644683,37645813,1130,174511
37645813,37646843,1030,142896
37646843,37648060,1217,291170
37648060,37649069,1009,96672
37649069,37650242,1173,44912
37650242,37651343,1101,287139
37651343,37652500,1157,135635
37652500,37653723,1223,12118
37653723,37654037,314,13247
37654037,37655176,1139,24731
37655176,37656454,1278,275218
37656454,37657593,1139,1119
37657593,37658736,1143,183988
37658736,37660020,1284,101278
37660020,37661044,1024,19371
37661044,37662283,1239,143521
37662283,37663548,1265,139727
37663548,37664585,1037,120280
37664585,37665870,1285,104483
37665870,37666637,767,163505
37666637,37667752,1115,26982
37667752,37668487,735,51162
37668487,37669625,1138,29120
37669625,37670837,1212,293529
37670837,37671965,1128,149738
37671965,37673115,1150,123507
37673115,37673687,572,86765
37673687,37674700,1013,139741
37674700,37675197,497,11734
37675197,37676333,1136,5341
37676333,37676604,271,395
37676604,37677614,1010,277898
37677614,37678175,561,282357
37678175,37679292,1117,101262
37679292,37680495,1203,155948
37680495,37681729,1234,166423
37681729,37682692,963,91072
37682692,37683884,1192,175390
37683884,37684359,475,26947
37684359,37685514,1155,129513
37685514,37686485,971,52088
37686485,37687836,1351,149881
37687836,37688347,511,121140
37688347,37689028,681,156718
37689028,37689809,781,269254
37689809,37690983,1174,124547
37690983,37692218,1235,279153
37692218,37693385,1167,138656
37693385,37693966,581,92427
37693966,37695077,1111,270778
37695077,37695610,533,104606
37695610,37696185,575,135762
37696185,37697168,983,124439
37697168,37698025,857,148521
37698025,37699245,1220,57156
37699245,37700304,1059,166683
37700304,37701299,995,121543
37701299,37701716,417,122627
37701716,37702918,1202,291101
37702918,37703826,908,112012
37703826,37705082,1256,290350
37705082,37706223,1141,131882
37706223,37707235,1012,70843
37707235,37707950,715,4861
37707950,37709123,1173,282985
37709123,37710401,1278,61316
37710401,37711380,979,73075
37711380,37712480,1100,143893
37712480,37713097,617,292253
37713097,37713572,475,142363
37713572,37714587,1015,128138
37714587,37715191,604,140651
37715191,37716309,1118,284268
37716309,37717566,1257,287359
37717566,37718661,1095,18005
37718661,37719872,1211,148920
37719872,37721101,1229,143307
37721101,37722246,1145,46588
37722246,37723449,1203,105383
37723449,37724561,1112,54659
37724561,37725764,1203,155949
37725764,37726909,1145,143022
37726909,37728216,1307,132592
37728216,37729123,907,287660
37729123,37730338,1215,73024
37730338,37731591,1253,139200
37731591,37731995,404,187005
37731995,37733125,1130,365
37733125,37733320,195,145145
37733320,37734538,1218,13185
37734538,37735613,1075,168638
37735613,37736842,1229,171171
37736842,37737737,895,126296
37737737,37738378,641,258283
37738378,37739561,1183,149791
37739561,37740601,1040,291101
37740601,37741369,768,31629
37741369,37742439,1070,85685
37742439,37743633,1194,281131
37743633,37744903,1270,120318
37744903,37746238,1335,66166
37746238,37747327,1089,134425
37747327,37748073,746,245708
37748073,37749015,942,141240
37749015,37750176,1161,84447
37750176,37751328,1152,282383
37751328,37752463,1135,81870
37752463,37753641,1178,37090
37753641,37754575,934,66016
37754575,37755821,1246,40556
37755821,37757030,1209,56777
37757030,37758320,1290,139387
37758320,37759481,1161,68192
37759481,37760455,974,861
37760455,37761611,1156,288043
37761611,37762746,1135,15082
37762746,37763959,1213,5097
37763959,37764138,179,143477
37764138,37765221,1083,291101
37765221,37765696,475,67233
37765696,37766139,443,8675
37766139,37767232,1093,64300
37767232,37768203,971,134717
37768203,37769499,1296,274378
37769499,37770644,1145,171107
37770644,37771959,1315,274380
37771959,37772338,379,143484
37772338,37773465,1127,135897
37773465,37774688,1223,48830
37774688,37775722,1034,143484
37775722,37776885,1163,164927
37776885,37777972,1087,124221
37777972,37779150,1178,121543
37779150,37780179,1029,134786
37780179,37781320,1141,140639
37781320,37782599,1279,134465
37782599,37783572,973,4691
37783572,37784686,1114,156973
37784686,37785936,1250,143477
37785936,37786528,592,122810
37786528,37787700,1172,41259
37787700,37788909,1209,123443
37788909,37789094,185,120280
37789094,37790339,1245,135826
37790339,37790810,471,39749
37790810,37791817,1007,139291
37791817,37792842,1025,122544
37792842,37794031,1189,107487
37794031,37795294,1263,48848
37795294,37796475,1181,130871
37796475,37796816,341,54613
37796816,37798092,1276,132499
37798092,37799339,1247,141791
37799339,37800596,1257,83607
37800596,37801599,1003,220951
37801599,37801778,179,125123
37801778,37802473,695,138290
37802473,37803710,1237,144485
37803710,37804838,1128,296468
37804838,37805936,1098,129324
37805936,37806719,783,135894
37806719,37807793,1074,245708
37807793,37808328,535,54667
37808328,37809577,1249,148522
37809577,37810162,585,161714
37810162,37811101,939,23281
37811101,37812235,1134,57836
37812235,37813363,1128,132782
37813363,37814605,1242,70843
37814605,37815876,1271,149798
37815876,37817151,1275,122810
37817151,37818258,1107,128990
37818258,37819427,1169,26852
37819427,37820044,617,89882
37820044,37821226,1182,127522
37821226,37821816,590,39478
37821816,37823059,1243,244443
37823059,37824298,1239,147963
37824298,37825229,931,135635
37825229,37826414,1185,13256
37826414,37827418,1004,121446
37827418,37828772,1354,139387
37828772,37829970,1198,144485
37829970,37831004,1034,16632
37831004,37831519,515,135033
37831519,37832234,715,9920
37832234,37833084,850,39661
37833084,37834284,1200,294700
37834284,37835079,795,270778
37835079,37836220,1141,123266
37836220,37837152,932,11077
37837152,37838386,1234,144021
37838386,37839143,757,142824
37839143,37840155,1012,154736
37840155,37841178,1023,32139
37841178,37841860,682,289453
37841860,37843124,1264,27593
37843124,37844027,903,99124
37844027,37845220,1193,294700
37845220,37846384,1164,6398
37846384,37847585,1201,274379
37847585,37848420,835,186230
37848420,37849547,1127,130184
37849547,37850619,1072,8912
37850619,37851801,1182,140222
37851801,37853018,1217,5791
37853018,37854196,1178,152842
37854196,37854877,681,145699
37854877,37855606,729,110522
37855606,37856620,1014,131228
37856620,37857783,1163,134657
37857783,37858993,1210,130878
37858993,37860186,1193,154673
37860186,37861361,1175,46267
37861361,37862474,1113,216570
37862474,37863119,645,130494
37863119,37864156,1037,126312
37864156,37865344,1188,108640
37865344,37866527,1183,156015
37866527,37867733,1206,130625
37867733,37869046,1313,143895
37869046,37870181,1135,9010
37870181,37871434,1253,160964
37871434,37871731,297,83606
37871731,37872875,1144,133263
37872875,37873648,773,135897
37873648,37874863,1215,80665
37874863,37875374,511,102612
37875374,37876560,1186,44576
37876560,37877201,641,160187
37877201,37878402,1201,73972
37878402,37879524,1122,18524
37879524,37880716,1192,130544
37880716,37881821,1105,124595
37881821,37882181,360,296465
37882181,37882326,145,7944
37882326,37882973,647,278217
37882973,37883445,472,134121
37883445,37884610,1165,300047
37884610,37885735,1125,157636
37885735,37887021,1286,134728
37887021,37888305,1284,104491
37888305,37889361,1056,233342
37889361,37890499,1138,182389
37890499,37891539,1040,110706
37891539,37892059,520,84122
37892059,37893073,1014,58012
37893073,37894283,1210,244431
37894283,37895561,1278,141148
37895561,37896858,1297,6498
37896858,37897524,666,18004
37897524,37898837,1313,156159
37898837,37899874,1037,50778
37899874,37900783,909,124999
37900783,37901984,1201,114476
37901984,37902770,786,232057
37902770,37903793,1023,138901
37903793,37904214,421,164461
37904214,37905401,1187,138488
37905401,37906273,872,130728
37906273,37907492,1219,123268
37907492,37908681,1189,136863
37908681,37909780,1099,122545
37909780,37910282,502,61316
37910282,37911243,961,92002
37911243,37911600,357,143895
37911600,37912704,1104,4861
37912704,37913723,1019,147110
37913723,37914553,830,32137
37914553,37914776,223,138901
37914776,37916055,1279,112011
37916055,37917104,1049,86710
37917104,37918361,1257,141320
37918361,37919255,894,159228
37919255,37919916,661,39515
37919916,37921087,1171,157243
37921087,37922392,1305,24731
37922392,37923479,1087,75810
37923479,37924730,1251,138901
37924730,37925965,1235,11243
37925965,37927127,1162,135249
37927127,37928428,1301,126221
37928428,37929426,998,279849
37929426,37930250,824,131228
37930250,37931294,1044,126220
37931294,37932553,1259,126313
37932553,37933797,1244,143521
37933797,37935024,1227,115968
37935024,37935548,524,137739
37935548,37936886,1338,121543
37936886,37938133,1247,47239
37938133,37939376,1243,147971
37939376,37940481,1105,49755
37940481,37941718,1237,169291
37941718,37942750,1032,283462
37942750,37943386,636,96672
37943386,37944563,1177,31609
37944563,37945730,1167,112011
37945730,37946773,1043,46243
37946773,37947097,324,142311
37947097,37948312,1215,291107
37948312,37949310,998,92814
37949310,37950067,757,122467
37950067,37951052,985,142858
37951052,37952216,1164,64290
37952216,37953346,1130,186230
37953346,37954628,1282,137618
37954628,37955904,1276,19373
37955904,37956953,1049,136271
37956953,37957704,751,131294
37957704,37958911,1207,71320
37958911,37959130,219,169619
37959130,37960253,1123,125002
37960253,37961429,1176,185126
37961429,37962709,1280,296473
37962709,37963258,549,129443
37963258,37964143,885,142745
37964143,37965405,1262,139707
37965405,37966657,1252,125123
37966657,37967862,1205,37999
37967862,37969168,1306,6498
37969168,37970484,1316,112056
37970484,37971666,1182,64300
37971666,37971882,216,6525
37971882,37972938,1056,126829
37972938,37974121,1183,130625
37974121,37975317,1196,290047
37975317,37976517,1200,185126
37976517,37976700,183,271811
37976700,37977455,755,134981
37977455,37978204,749,44937
37978204,37979305,1101,125943
37979305,37980329,1024,102381
37980329,37981347,1018,132537
37981347,37982296,949,91801
37982296,37983513,1217,95441
37983513,37984569,1056,230928
37984569,37985713,1144,93277
37985713,37986005,292,27504
37986005,37986742,737,112761
37986742,37987937,1195,124990
37987937,37989038,1101,1070
37989038,37990312,1274,176680
37990312,37991555,1243,43306
37991555,37992697,1142,103481
37992697,37993963,1266,296467
37993963,37995110,1147,115686
37995110,37995751,641,163384
37995751,37996903,1152,296473
37996903,37998028,1125,136863
37998028,37999141,1113,118119
37999141,38000220,1079,157644
38000220,38001489,1269,124999
38001489,38002185,696,130125
38002185,38003293,1108,290350
38003293,38003954,661,101836
38003954,38005167,1213,134708
38005167,38006344,1177,224
38006344,38007488,1144,46712
38007488,38008730,1242,122614
38008730,38009694,964,130560
38009694,38010945,1251,395
38010945,38012144,1199,121799
38012144,38013323,1179,126313
38013323,38013650,327,15305
38013650,38014893,1243,56777
38014893,38016104,1211,161100
38016104,38016426,322,72207
38016426,38017749,1323,103126
38017749,38018964,1215,31091
38018964,38020251,1287,15081
38020251,38021424,1173,39478
38021424,38022559,1135,293529
38022559,38023816,1257,12707
38023816,38024984,1168,82020
38024984,38025719,735,149739
38025719,38026984,1265,126286
38026984,38027328,344,139358
38027328,38028450,1122,142727
38028450,38029667,1217,93276
38029667,38030566,899,121140
38030566,38031455,889,61317
38031455,38032437,982,12895
38032437,38033006,569,40544
38033006,38034187,1181,294700
38034187,38035253,1066,295761
38035253,38035672,419,79973
38035672,38036807,1135,156967
38036807,38038146,1339,140725
38038146,38039108,962,10642
38039108,38040373,1265,29101
38040373,38041432,1059,57837
38041432,38042651,1219,7894
38042651,38043898,1247,109176
38043898,38044661,763,395
38044661,38045900,1239,286306
38045900,38046988,1088,87280
38046988,38048062,1074,287671
38048062,38049218,1156,283138
38049218,38050209,991,134707
38050209,38050439,230,284428
38050439,38051564,1125,174960
38051564,38052811,1247,4445
38052811,38053890,1079,122944
38053890,38055087,1197,135227
38055087,38056331,1244,276907
38056331,38056730,399,172156
38056730,38057820,1090,81881
38057820,38058628,808,3582
38058628,38059630,1002,12538
38059630,38060825,1195,134316
38060825,38061914,1089,285137
38061914,38063112,1198,41259
38063112,38064259,1147,112061
38064259,38065366,1107,131218
38065366,38065556,190,132649
38065556,38066068,512,129396
38066068,38066275,207,83696
38066275,38066901,626,157644
38066901,38068014,1113,41170
38068014,38069113,1099,19371
38069113,38070333,1220,139307
38070333,38070779,446,104637
38070779,38071412,633,135657
38071412,38072490,1078,285896
38072490,38073353,863,290901
38073353,38074540,1187,147045
38074540,38075834,1294,100045
38075834,38077044,1210,133834
38077044,38078322,1278,143484
38078322,38079495,1173,270778
38079495,38080528,1033,95875
38080528,38081654,1126,73972
38081654,38082905,1251,128345
38082905,38084016,1111,6397
38084016,38085190,1174,275127
38085190,38085732,542,109179
38085732,38086983,1251,142745
38086983,38088241,1258,170440
38088241,38088859,618,14672
38088859,38090066,1207,76046
38090066,38091117,1051,84448
38091117,38092403,1286,145083
38092403,38093050,647,139009
38093050,38094215,1165,110742
38094215,38095062,847,231862
38095062,38095969,907,132649
38095969,38096220,251,128678
38096220,38097358,1138,398
38097358,38098627,1269,10172
38098627,38099847,1220,152864
38099847,38101065,1218,96168
38101065,38102030,965,155968
38102030,38102730,700,1562
38102730,38103859,1129,120583
38103859,38105083,1224,88748
38105083,38106203,1120,129808
38106203,38107415,1212,126296
38107415,38108348,933,134674
38108348,38109618,1270,89940
38109618,38110292,674,46889
38110292,38110848,556,122544
38110848,38112124,1276,138063
38112124,38112893,769,138043
38112893,38113906,1013,4479
38113906,38114695,789,275128
38114695,38115946,1251,130989
38115946,38117106,1160,129581
38117106,38117662,556,134465
38117662,38118905,1243,220951
38118905,38119994,1089,41911
38119994,38121104,1110,73848
38121104,38122316,1212,149880
38122316,38123574,1258,138063
38123574,38124692,1118,167609
38124692,38125917,1225,128660
38125917,38127063,1146,123059
38127063,38128062,999,132484
38128062,38129329,1267,57156
38129329,38130381,1052,285896
38130381,38131521,1140,41933
38131521,38132049,528,157644
38132049,38133173,1124,138033
38133173,38134102,929,126737
38134102,38135179,1077,122544
38135179,38136416,1237,64713
38136416,38137611,1195,149033
38137611,38138246,635,116804
38138246,38139546,1300,126794
38139546,38140750,1204,276735
38140750,38141274,524,47238
38141274,38142362,1088,141242
38142362,38143606,1244,139612
38143606,38144315,709,128331
38144315,38145596,1281,130103
38145596,38145997,401,139009
38145997,38146432,435,46240
38146432,38147547,1115,86741
38147547,38148886,1339,67147
38148886,38150055,1169,128226
38150055,38151311,1256,234067
38151311,38152297,986,187466
38152297,38153288,991,11533
38153288,38154333,1045,163726
38154333,38155296,963,150855
38155296,38155583,287,106366
38155583,38156824,1241,143022
38156824,38157992,1168,44577
38157992,38159116,1124,65554
38159116,38160336,1220,126410
38160336,38161581,1245,86039
38161581,38162719,1138,132848
38162719,38163846,1127,63713
38163846,38165053,1207,110061
38165053,38166026,973,138115
38166026,38166487,461,296473
38166487,38167133,646,67592
38167133,38168393,1260,178029
38168393,38169639,1246,137141
38169639,38169855,216,122944
38169855,38171099,1244,164328
38171099,38172013,914,41170
38172013,38173045,1032,166421
38173045,38174234,1189,133440
38174234,38175509,1275,135227
38175509,38176375,866,296465
38176375,38177590,1215,141268
38177590,38178743,1153,39475
38178743,38179958,1215,25766
38179958,38180904,946,13056
38180904,38182118,1214,45218
38182118,38183166,1048,13256
38183166,38184170,1004,70756
38184170,38185142,972,159371
38185142,38186044,902,46890
38186044,38187318,1274,170438
38187318,38187680,362,129594
38187680,38188824,1144,86683
38188824,38190038,1214,54613
38190038,38190627,589,291384
38190627,38191340,713,67584
38191340,38192539,1199,365
38192539,38193598,1059,134465
38193598,38194602,1004,148312
38194602,38194769,167,163380
38194769,38195797,1028,163935
38195797,38196702,905,122806
38196702,38197970,1268,132718
38197970,38198673,703,184447
38198673,38199607,934,138289
38199607,38200786,1179,130994
38200786,38202071,1285,122801
